en:McEwan_Na-Chesilske:0:shuff:2,cs:McEwan_Na-Chesilske:0:shuff:2,froze,freeze,ztuhla,ztuhnout,pf
en:McEwan_Na-Chesilske:0:shuff:917,cs:McEwan_Na-Chesilske:0:shuff:934,practised,practise,cvičila,cvičit,impf
en:McEwan_Na-Chesilske:0:shuff:917,cs:McEwan_Na-Chesilske:0:shuff:934,went,go,chodila,chodit,impf
en:McEwan_Na-Chesilske:0:shuff:918,cs:McEwan_Na-Chesilske:0:shuff:935,altered,alter,nezměnily,změnit,pf
en:McEwan_Na-Chesilske:0:shuff:922,cs:McEwan_Na-Chesilske:0:shuff:939,say,say,řekla,říci,pf
en:McEwan_Na-Chesilske:0:shuff:925,cs:McEwan_Na-Chesilske:0:shuff:943,waiting,wait,čekala,čekat,impf
en:McEwan_Na-Chesilske:0:shuff:925,cs:McEwan_Na-Chesilske:0:shuff:943,went,go,pokračovala,pokračovat,impf
en:McEwan_Na-Chesilske:0:shuff:926,cs:McEwan_Na-Chesilske:0:shuff:944,ask,ask,ptát,ptát,impf
en:McEwan_Na-Chesilske:0:shuff:930,cs:McEwan_Na-Chesilske:0:shuff:950,correct,correct,Neopravil,opravit,pf
en:McEwan_Na-Chesilske:0:shuff:934,cs:McEwan_Na-Chesilske:0:shuff:955,left,leave,odešla,odejít,pf
en:McEwan_Na-Chesilske:0:shuff:934,cs:McEwan_Na-Chesilske:0:shuff:955,going,go,odešla,odejít,pf
en:McEwan_Na-Chesilske:0:shuff:934,cs:McEwan_Na-Chesilske:0:shuff:955,approve,approve,nesouhlasila,souhlasit,impf
en:McEwan_Na-Chesilske:0:shuff:934,cs:McEwan_Na-Chesilske:0:shuff:955,used,use,používala,používat,impf
en:McEwan_Na-Chesilske:0:shuff:934,cs:McEwan_Na-Chesilske:0:shuff:955,said,say,řekla,říci,pf
en:McEwan_Na-Chesilske:0:shuff:934,cs:McEwan_Na-Chesilske:0:shuff:955,did,do,jde,jít,impf
en:McEwan_Na-Chesilske:0:shuff:934,cs:McEwan_Na-Chesilske:0:shuff:955,going,go,jde,jít,impf
en:McEwan_Na-Chesilske:0:shuff:934,cs:McEwan_Na-Chesilske:0:shuff:955,post,post,poslat,poslat,pf
en:McEwan_Na-Chesilske:0:shuff:935,cs:McEwan_Na-Chesilske:0:shuff:956,please,please,potěšit,potěšit,pf
en:McEwan_Na-Chesilske:0:shuff:936,cs:McEwan_Na-Chesilske:0:shuff:957,thought,think,Pomyslela,pomyslet,pf
en:McEwan_Na-Chesilske:0:shuff:936,cs:McEwan_Na-Chesilske:0:shuff:957,thought,think,má,mít,impf
en:McEwan_Na-Chesilske:0:shuff:936,cs:McEwan_Na-Chesilske:0:shuff:957,loved,love,miluje,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:936,cs:McEwan_Na-Chesilske:0:shuff:957,love,love,miluje,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:936,cs:McEwan_Na-Chesilske:0:shuff:957,helping,help,pomohla,pomoci,pf
en:McEwan_Na-Chesilske:0:shuff:936,cs:McEwan_Na-Chesilske:0:shuff:957,wanted,want,toužil,toužit,impf
en:McEwan_Na-Chesilske:0:shuff:936,cs:McEwan_Na-Chesilske:0:shuff:957,loved,love,miloval,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:936,cs:McEwan_Na-Chesilske:0:shuff:957,love,love,miloval,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:938,cs:McEwan_Na-Chesilske:0:shuff:959,longed,long,toužila,toužit,impf
en:McEwan_Na-Chesilske:0:shuff:939,cs:McEwan_Na-Chesilske:0:shuff:960,regarded,regard,pokládaly,pokládat,impf
en:McEwan_Na-Chesilske:0:shuff:940,cs:McEwan_Na-Chesilske:0:shuff:961,tried,try,Snažila,snažit,impf
en:McEwan_Na-Chesilske:0:shuff:940,cs:McEwan_Na-Chesilske:0:shuff:961,concentrate,concentrate,soustředit,soustředit,pf
en:McEwan_Na-Chesilske:0:shuff:941,cs:McEwan_Na-Chesilske:0:shuff:962,said,say,řekli,říci,pf
en:McEwan_Na-Chesilske:0:shuff:941,cs:McEwan_Na-Chesilske:0:shuff:962,spoke,speak,řekli,říci,pf
en:McEwan_Na-Chesilske:0:shuff:941,cs:McEwan_Na-Chesilske:0:shuff:962,said,say,nemluvil,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:941,cs:McEwan_Na-Chesilske:0:shuff:962,spoke,speak,nemluvil,mluvit,impf
en:McEwan_Na-Chesilske:0:shuff:942,cs:McEwan_Na-Chesilske:0:shuff:963,living,live,bydlel,bydlet,impf
en:McEwan_Na-Chesilske:0:shuff:943,cs:McEwan_Na-Chesilske:0:shuff:964,predicted,predict,předvídat,předvídat,impf
en:McEwan_Na-Chesilske:0:shuff:944,cs:McEwan_Na-Chesilske:0:shuff:965,wandered,wander,putoval,putovat,impf
en:McEwan_Na-Chesilske:0:shuff:944,cs:McEwan_Na-Chesilske:0:shuff:965,believe,believe,uvěřit,uvěřit,pf
en:McEwan_Na-Chesilske:0:shuff:945,cs:McEwan_Na-Chesilske:0:shuff:966,get,get,přimět,přimět,pf
en:McEwan_Na-Chesilske:0:shuff:945,cs:McEwan_Na-Chesilske:0:shuff:966,do,do,dělal,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:945,cs:McEwan_Na-Chesilske:0:shuff:966,wanted,want,chce,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:946,cs:McEwan_Na-Chesilske:0:shuff:967,offered,offer,nabídl,nabídnout,pf
en:McEwan_Na-Chesilske:0:shuff:947,cs:McEwan_Na-Chesilske:0:shuff:968,wanted,want,chtěl,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:947,cs:McEwan_Na-Chesilske:0:shuff:968,refuse,refuse,odmítnout,odmítnout,pf
en:McEwan_Na-Chesilske:0:shuff:948,cs:McEwan_Na-Chesilske:0:shuff:969,expect,expect,očekávat,očekávat,impf
en:McEwan_Na-Chesilske:0:shuff:950,cs:McEwan_Na-Chesilske:0:shuff:972,gazing,gaze,díval,dívat,impf
en:McEwan_Na-Chesilske:0:shuff:953,cs:McEwan_Na-Chesilske:0:shuff:975,withdrew,withdraw,stáhl,stáhnout,pf
en:McEwan_Na-Chesilske:0:shuff:957,cs:McEwan_Na-Chesilske:0:shuff:979,play,play,hrát,hrát,impf
en:McEwan_Na-Chesilske:0:shuff:957,cs:McEwan_Na-Chesilske:0:shuff:979,pretended,pretend,předstírala,předstírat,impf
en:McEwan_Na-Chesilske:0:shuff:958,cs:McEwan_Na-Chesilske:0:shuff:980,concealing,conceal,skrývat,skrývat,impf
en:McEwan_Na-Chesilske:0:shuff:961,cs:McEwan_Na-Chesilske:0:shuff:982,swear,swear,přísahat,přísahat,impf
en:McEwan_Na-Chesilske:0:shuff:962,cs:McEwan_Na-Chesilske:0:shuff:983,learned,learn,dozvěděl,dozvědět,pf
en:McEwan_Na-Chesilske:0:shuff:962,cs:McEwan_Na-Chesilske:0:shuff:983,arranged,arrange,zařídila,zařídit,pf
en:McEwan_Na-Chesilske:0:shuff:963,cs:McEwan_Na-Chesilske:0:shuff:984,set,set,dalo,dát,pf
en:McEwan_Na-Chesilske:0:shuff:965,cs:McEwan_Na-Chesilske:0:shuff:986,resist,resist,odolat,odolat,pf
en:McEwan_Na-Chesilske:0:shuff:965,cs:McEwan_Na-Chesilske:0:shuff:986,say,say,říkat,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:965,cs:McEwan_Na-Chesilske:0:shuff:986,let,let,nechat,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:966,cs:McEwan_Na-Chesilske:0:shuff:987,concentrated,concentrate,soustředila,soustředit,pf
en:McEwan_Na-Chesilske:0:shuff:966,cs:McEwan_Na-Chesilske:0:shuff:987,seen,see,viděla,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:966,cs:McEwan_Na-Chesilske:0:shuff:987,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:966,cs:McEwan_Na-Chesilske:0:shuff:987,seen,see,podívala,podívat,pf
en:McEwan_Na-Chesilske:0:shuff:966,cs:McEwan_Na-Chesilske:0:shuff:987,looked,look,podívala,podívat,pf
en:McEwan_Na-Chesilske:0:shuff:967,cs:McEwan_Na-Chesilske:0:shuff:988,aid,aid,pomohla,pomoci,pf
en:McEwan_Na-Chesilske:0:shuff:969,cs:McEwan_Na-Chesilske:0:shuff:990,breathe,breathe,dýchat,dýchat,impf
en:McEwan_Na-Chesilske:0:shuff:972,cs:McEwan_Na-Chesilske:0:shuff:993,said,say,řekl,říci,pf
en:McEwan_Na-Chesilske:0:shuff:973,cs:McEwan_Na-Chesilske:0:shuff:994,said,say,neřekla,říci,pf
en:McEwan_Na-Chesilske:0:shuff:974,cs:McEwan_Na-Chesilske:0:shuff:995,read,read,četl,číst,impf
en:McEwan_Na-Chesilske:0:shuff:977,cs:McEwan_Na-Chesilske:0:shuff:998,dreamed,dream,snil,snít,impf
en:McEwan_Na-Chesilske:0:shuff:977,cs:McEwan_Na-Chesilske:0:shuff:998,write,write,napsat,napsat,pf
en:McEwan_Na-Chesilske:0:shuff:980,cs:McEwan_Na-Chesilske:0:shuff:1001,removed,remove,Vytáhl,vytáhnout,pf
en:McEwan_Na-Chesilske:0:shuff:980,cs:McEwan_Na-Chesilske:0:shuff:1001,drew,draw,Vytáhl,vytáhnout,pf
en:McEwan_Na-Chesilske:0:shuff:980,cs:McEwan_Na-Chesilske:0:shuff:1001,drew,draw,přitáhl,přitáhnout,pf
en:McEwan_Na-Chesilske:0:shuff:980,cs:McEwan_Na-Chesilske:0:shuff:1001,kissed,kiss,políbil,políbit,pf
en:McEwan_Na-Chesilske:0:shuff:980,cs:McEwan_Na-Chesilske:0:shuff:1001,holding,hold,držel,držet,impf
en:McEwan_Na-Chesilske:0:shuff:982,cs:McEwan_Na-Chesilske:0:shuff:1003,thanked,thank,poděkovali,poděkovat,pf
en:McEwan_Na-Chesilske:0:shuff:982,cs:McEwan_Na-Chesilske:0:shuff:1003,brought,bring,přinesly,přinést,pf
en:McEwan_Na-Chesilske:0:shuff:983,cs:McEwan_Na-Chesilske:0:shuff:1004,do,do,udělal,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:983,cs:McEwan_Na-Chesilske:0:shuff:1004,listen,listen,poslechl,poslechnout,pf
en:McEwan_Na-Chesilske:0:shuff:984,cs:McEwan_Na-Chesilske:0:shuff:1005,check,check,zkontroloval,zkontrolovat,pf
en:McEwan_Na-Chesilske:0:shuff:985,cs:McEwan_Na-Chesilske:0:shuff:1006,read,read,četl,číst,impf
en:McEwan_Na-Chesilske:0:shuff:986,cs:McEwan_Na-Chesilske:0:shuff:1007,sat,sit,seděl,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:986,cs:McEwan_Na-Chesilske:0:shuff:1007,shone,shine,leskla,lesknout,impf
en:McEwan_Na-Chesilske:0:shuff:987,cs:McEwan_Na-Chesilske:0:shuff:1008,argue,argue,Nehádala,hádat,impf
en:McEwan_Na-Chesilske:0:shuff:987,cs:McEwan_Na-Chesilske:0:shuff:1008,listened,listen,naslouchala,naslouchat,impf
en:McEwan_Na-Chesilske:0:shuff:987,cs:McEwan_Na-Chesilske:0:shuff:1008,announced,announce,oznámila,oznámit,pf
en:McEwan_Na-Chesilske:0:shuff:990,cs:McEwan_Na-Chesilske:0:shuff:1011,imagine,imagine,představit,představit,pf
en:McEwan_Na-Chesilske:0:shuff:990,cs:McEwan_Na-Chesilske:0:shuff:1011,writing,write,píše,psát,impf
en:McEwan_Na-Chesilske:0:shuff:990,cs:McEwan_Na-Chesilske:0:shuff:1011,accepted,accept,přijal,přijmout,pf
en:McEwan_Na-Chesilske:0:shuff:992,cs:McEwan_Na-Chesilske:0:shuff:1013,admit,admit,připustit,připustit,pf
en:McEwan_Na-Chesilske:0:shuff:992,cs:McEwan_Na-Chesilske:0:shuff:1013,met,meet,nepotkal,potkat,pf
en:McEwan_Na-Chesilske:0:shuff:992,cs:McEwan_Na-Chesilske:0:shuff:1013,loved,love,miloval,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:992,cs:McEwan_Na-Chesilske:0:shuff:1013,met,meet,nepotkal,potkat,pf
en:McEwan_Na-Chesilske:0:shuff:992,cs:McEwan_Na-Chesilske:0:shuff:1013,matched,match,vyrovnal,vyrovnat,pf
en:McEwan_Na-Chesilske:0:shuff:993,cs:McEwan_Na-Chesilske:0:shuff:1014,stayed,stay,zůstal,zůstat,pf
en:McEwan_Na-Chesilske:0:shuff:993,cs:McEwan_Na-Chesilske:0:shuff:1014,written,write,napsal,napsat,pf
en:McEwan_Na-Chesilske:0:shuff:995,cs:McEwan_Na-Chesilske:0:shuff:1016,found,find,nenašly,najít,pf
en:McEwan_Na-Chesilske:0:shuff:995,cs:McEwan_Na-Chesilske:0:shuff:1016,heat,heat,ohřát,ohřát,pf
en:McEwan_Na-Chesilske:0:shuff:997,cs:McEwan_Na-Chesilske:0:shuff:1018,caused,cause,vyvolávaly,vyvolávat,impf
en:McEwan_Na-Chesilske:0:shuff:997,cs:McEwan_Na-Chesilske:0:shuff:1018,trying,try,snažily,snažit,impf
en:McEwan_Na-Chesilske:0:shuff:997,cs:McEwan_Na-Chesilske:0:shuff:1018,recalling,recall,vzpomínala,vzpomínat,impf
en:McEwan_Na-Chesilske:0:shuff:998,cs:McEwan_Na-Chesilske:0:shuff:1019,felt,feel,Cítil,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:999,cs:McEwan_Na-Chesilske:0:shuff:1020,return,return,navrátí,navrátit,pf
en:McEwan_Na-Chesilske:0:shuff:1000,cs:McEwan_Na-Chesilske:0:shuff:1021,dressed,dress,oblékne,obléknout,pf
en:McEwan_Na-Chesilske:0:shuff:1000,cs:McEwan_Na-Chesilske:0:shuff:1021,go,go,jít,jít,impf
en:McEwan_Na-Chesilske:0:shuff:1000,cs:McEwan_Na-Chesilske:0:shuff:1021,find,find,vyhledat,vyhledat,pf
en:McEwan_Na-Chesilske:0:shuff:1002,cs:McEwan_Na-Chesilske:0:shuff:1023,created,create,vytvářela,vytvářet,impf
en:McEwan_Na-Chesilske:0:shuff:1003,cs:McEwan_Na-Chesilske:0:shuff:1024,saw,see,spatřila,spatřit,pf
en:McEwan_Na-Chesilske:0:shuff:1004,cs:McEwan_Na-Chesilske:0:shuff:1025,hear,hear,slyšela,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:1004,cs:McEwan_Na-Chesilske:0:shuff:1025,hear,hear,slyšela,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:1004,cs:McEwan_Na-Chesilske:0:shuff:1025,meant,mean,znamenalo,znamenat,impf
en:McEwan_Na-Chesilske:0:shuff:1004,cs:McEwan_Na-Chesilske:0:shuff:1025,hear,hear,slyšel,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:1004,cs:McEwan_Na-Chesilske:0:shuff:1025,hear,hear,slyšel,slyšet,impf
en:McEwan_Na-Chesilske:0:shuff:1005,cs:McEwan_Na-Chesilske:0:shuff:1026,come,come,jít,jít,impf
en:McEwan_Na-Chesilske:0:shuff:1005,cs:McEwan_Na-Chesilske:0:shuff:1026,decided,decide,rozhodli,rozhodnout,pf
en:McEwan_Na-Chesilske:0:shuff:1006,cs:McEwan_Na-Chesilske:0:shuff:1027,help,help,pomohl,pomoci,pf
en:McEwan_Na-Chesilske:0:shuff:1006,cs:McEwan_Na-Chesilske:0:shuff:1027,find,find,najít,najít,pf
en:McEwan_Na-Chesilske:0:shuff:1007,cs:McEwan_Na-Chesilske:0:shuff:1028,leaving,leave,nechali,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1007,cs:McEwan_Na-Chesilske:0:shuff:1028,sitting,sit,sedět,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:1007,cs:McEwan_Na-Chesilske:0:shuff:1028,covering,cover,zahrnovala,zahrnovat,impf
en:McEwan_Na-Chesilske:0:shuff:1008,cs:McEwan_Na-Chesilske:0:shuff:1029,saw,see,dívala,dívat,impf
en:McEwan_Na-Chesilske:0:shuff:1008,cs:McEwan_Na-Chesilske:0:shuff:1029,saw,see,neviděla,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1008,cs:McEwan_Na-Chesilske:0:shuff:1029,do,do,udělat,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:1008,cs:McEwan_Na-Chesilske:0:shuff:1029,asked,ask,požádal,požádat,pf
en:McEwan_Na-Chesilske:0:shuff:1009,cs:McEwan_Na-Chesilske:0:shuff:1030,trust,trust,důvěřovala,důvěřovat,impf
en:McEwan_Na-Chesilske:0:shuff:1012,cs:McEwan_Na-Chesilske:0:shuff:1034,spoke,speak,promluvil,promluvit,pf
en:McEwan_Na-Chesilske:0:shuff:1012,cs:McEwan_Na-Chesilske:0:shuff:1034,placed,place,položil,položit,pf
en:McEwan_Na-Chesilske:0:shuff:1012,cs:McEwan_Na-Chesilske:0:shuff:1034,touching,touch,dotýkal,dotýkat,impf
en:McEwan_Na-Chesilske:0:shuff:1013,cs:McEwan_Na-Chesilske:0:shuff:1035,put,put,položil,položit,pf
en:McEwan_Na-Chesilske:0:shuff:1015,cs:McEwan_Na-Chesilske:0:shuff:1037,lit,light,zapálil,zapálit,pf
en:McEwan_Na-Chesilske:0:shuff:1015,cs:McEwan_Na-Chesilske:0:shuff:1037,continued,continue,pokračoval,pokračovat,impf
en:McEwan_Na-Chesilske:0:shuff:1017,cs:McEwan_Na-Chesilske:0:shuff:1039,encountered,encounter,nesetkal,setkat,pf
en:McEwan_Na-Chesilske:0:shuff:1017,cs:McEwan_Na-Chesilske:0:shuff:1039,sing,sing,zpívat,zpívat,impf
en:McEwan_Na-Chesilske:0:shuff:1018,cs:McEwan_Na-Chesilske:0:shuff:1040,concealing,conceal,skrývala,skrývat,impf
en:McEwan_Na-Chesilske:0:shuff:1018,cs:McEwan_Na-Chesilske:0:shuff:1040,emphasizing,emphasize,zdůrazňovala,zdůrazňovat,impf
en:McEwan_Na-Chesilske:0:shuff:1020,cs:McEwan_Na-Chesilske:0:shuff:1042,returned,return,vrátila,vrátit,pf
en:McEwan_Na-Chesilske:0:shuff:1021,cs:McEwan_Na-Chesilske:0:shuff:1043,prepared,prepare,připravovala,připravovat,impf
en:McEwan_Na-Chesilske:0:shuff:1021,cs:McEwan_Na-Chesilske:0:shuff:1043,face,face,čelit,čelit,impf
en:McEwan_Na-Chesilske:0:shuff:1022,cs:McEwan_Na-Chesilske:0:shuff:1044,came,come,Přišli,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:1022,cs:McEwan_Na-Chesilske:0:shuff:1044,beginning,begin,Přišli,přijít,pf
en:McEwan_Na-Chesilske:0:shuff:1022,cs:McEwan_Na-Chesilske:0:shuff:1044,beginning,begin,začínaly,začínat,impf
en:McEwan_Na-Chesilske:0:shuff:1024,cs:McEwan_Na-Chesilske:0:shuff:1046,disappeared,disappear,zmizel,zmizet,pf
en:McEwan_Na-Chesilske:0:shuff:1024,cs:McEwan_Na-Chesilske:0:shuff:1046,hoped,hope,doufal,doufat,impf
en:McEwan_Na-Chesilske:0:shuff:1026,cs:McEwan_Na-Chesilske:0:shuff:1048,walked,walk,jezdil,jezdit,impf
en:McEwan_Na-Chesilske:0:shuff:1027,cs:McEwan_Na-Chesilske:0:shuff:1049,bought,buy,koupil,koupit,pf
en:McEwan_Na-Chesilske:0:shuff:1028,cs:McEwan_Na-Chesilske:0:shuff:1050,wanting,want,nechtěla,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1030,cs:McEwan_Na-Chesilske:0:shuff:1052,began,begin,začala,začít,pf
en:McEwan_Na-Chesilske:0:shuff:1033,cs:McEwan_Na-Chesilske:0:shuff:1055,sat,sit,Seděli,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:1033,cs:McEwan_Na-Chesilske:0:shuff:1055,sitting,sit,Seděli,sedět,impf
en:McEwan_Na-Chesilske:0:shuff:1036,cs:McEwan_Na-Chesilske:0:shuff:1058,led,lead,přivedl,přivést,pf
en:McEwan_Na-Chesilske:0:shuff:1036,cs:McEwan_Na-Chesilske:0:shuff:1058,abandon,abandon,nechala,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1036,cs:McEwan_Na-Chesilske:0:shuff:1058,let,let,nechala,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1038,cs:McEwan_Na-Chesilske:0:shuff:1060,loved,love,milovala,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1039,cs:McEwan_Na-Chesilske:0:shuff:1061,kissed,kiss,líbat,líbat,impf
en:McEwan_Na-Chesilske:0:shuff:1040,cs:McEwan_Na-Chesilske:0:shuff:1062,thought,think,Považovala,považovat,impf
en:McEwan_Na-Chesilske:0:shuff:1040,cs:McEwan_Na-Chesilske:0:shuff:1062,met,meet,poznala,poznat,pf
en:McEwan_Na-Chesilske:0:shuff:1042,cs:McEwan_Na-Chesilske:0:shuff:1064,think,think,Nemám,mít,impf
en:McEwan_Na-Chesilske:0:shuff:1042,cs:McEwan_Na-Chesilske:0:shuff:1064,think,think,domnívám,domnívat,impf
en:McEwan_Na-Chesilske:0:shuff:1042,cs:McEwan_Na-Chesilske:0:shuff:1064,change,change,změní,změnit,pf
en:McEwan_Na-Chesilske:0:shuff:1044,cs:McEwan_Na-Chesilske:0:shuff:1066,imagine,imagine,představit,představit,pf
en:McEwan_Na-Chesilske:0:shuff:1044,cs:McEwan_Na-Chesilske:0:shuff:1066,changing,change,změnilo,změnit,pf
en:McEwan_Na-Chesilske:0:shuff:1045,cs:McEwan_Na-Chesilske:0:shuff:1067,say,say,neřeknu,říci,pf
en:McEwan_Na-Chesilske:0:shuff:1046,cs:McEwan_Na-Chesilske:0:shuff:1068,remained,remain,zůstal,zůstat,pf
en:McEwan_Na-Chesilske:0:shuff:1048,cs:McEwan_Na-Chesilske:0:shuff:1071,delay,delay,počkat,počkat,pf
en:McEwan_Na-Chesilske:0:shuff:1049,cs:McEwan_Na-Chesilske:0:shuff:1072,took,take,brala,brát,impf
en:McEwan_Na-Chesilske:0:shuff:1051,cs:McEwan_Na-Chesilske:0:shuff:1074,listen,listen,poslechl,poslechnout,pf
en:McEwan_Na-Chesilske:0:shuff:1052,cs:McEwan_Na-Chesilske:0:shuff:1075,represented,represent,představovaly,představovat,impf
en:McEwan_Na-Chesilske:0:shuff:1052,cs:McEwan_Na-Chesilske:0:shuff:1075,come,come,dospěl,dospět,pf
en:McEwan_Na-Chesilske:0:shuff:1052,cs:McEwan_Na-Chesilske:0:shuff:1075,formed,form,formovala,formovat,impf
en:McEwan_Na-Chesilske:0:shuff:1052,cs:McEwan_Na-Chesilske:0:shuff:1075,shaped,shape,formovala,formovat,impf
en:McEwan_Na-Chesilske:0:shuff:1053,cs:McEwan_Na-Chesilske:0:shuff:1076,registering,register,zaznamenat,zaznamenat,pf
en:McEwan_Na-Chesilske:0:shuff:1054,cs:McEwan_Na-Chesilske:0:shuff:1077,showed,show,projevila,projevit,pf
en:McEwan_Na-Chesilske:0:shuff:1054,cs:McEwan_Na-Chesilske:0:shuff:1077,run,run,utekla,utéci,pf
en:McEwan_Na-Chesilske:0:shuff:1054,cs:McEwan_Na-Chesilske:0:shuff:1077,leaving,leave,nechala,nechat,pf
en:McEwan_Na-Chesilske:0:shuff:1055,cs:McEwan_Na-Chesilske:0:shuff:1078,done,do,Udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:1055,cs:McEwan_Na-Chesilske:0:shuff:1078,make,make,Udělala,udělat,pf
en:McEwan_Na-Chesilske:0:shuff:1055,cs:McEwan_Na-Chesilske:0:shuff:1078,done,do,vzít,vzít,pf
en:McEwan_Na-Chesilske:0:shuff:1056,cs:McEwan_Na-Chesilske:0:shuff:1079,loved,love,milovala,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1059,cs:McEwan_Na-Chesilske:0:shuff:1082,seen,see,zahlédl,zahlédnout,pf
en:McEwan_Na-Chesilske:0:shuff:1061,cs:McEwan_Na-Chesilske:0:shuff:1084,made,make,působil,působit,impf
en:McEwan_Na-Chesilske:0:shuff:1061,cs:McEwan_Na-Chesilske:0:shuff:1084,resemble,resemble,připomínala,připomínat,impf
en:McEwan_Na-Chesilske:0:shuff:1063,cs:McEwan_Na-Chesilske:0:shuff:1086,say,say,řekne,říci,pf
en:McEwan_Na-Chesilske:0:shuff:1067,cs:McEwan_Na-Chesilske:0:shuff:1090,mean,mean,chci,chtít,impf
en:McEwan_Na-Chesilske:0:shuff:1068,cs:McEwan_Na-Chesilske:0:shuff:1091,laughed,laugh,zasmát,zasmát,pf
en:McEwan_Na-Chesilske:0:shuff:1070,cs:McEwan_Na-Chesilske:0:shuff:1093,saw,see,uviděl,uvidět,pf
en:McEwan_Na-Chesilske:0:shuff:1070,cs:McEwan_Na-Chesilske:0:shuff:1093,said,say,řekla,říci,pf
en:McEwan_Na-Chesilske:0:shuff:1071,cs:McEwan_Na-Chesilske:0:shuff:1094,decided,decide,rozhodl,rozhodnout,pf
en:McEwan_Na-Chesilske:0:shuff:1073,cs:McEwan_Na-Chesilske:0:shuff:1096,loved,love,milovala,milovat,impf
en:McEwan_Na-Chesilske:0:shuff:1073,cs:McEwan_Na-Chesilske:0:shuff:1096,said,say,říkat,říkat,impf
en:McEwan_Na-Chesilske:0:shuff:1074,cs:McEwan_Na-Chesilske:0:shuff:1097,feeling,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1077,cs:McEwan_Na-Chesilske:0:shuff:1100,quivering,quiver,chvěly,chvět,impf
en:McEwan_Na-Chesilske:0:shuff:1078,cs:McEwan_Na-Chesilske:0:shuff:1101,resorted,resort,uchýlil,uchýlit,pf
en:McEwan_Na-Chesilske:0:shuff:1079,cs:McEwan_Na-Chesilske:0:shuff:1102,drove,drive,jeli,jet,impf
en:McEwan_Na-Chesilske:0:shuff:1079,cs:McEwan_Na-Chesilske:0:shuff:1102,win,win,vyhrát,vyhrát,pf
en:McEwan_Na-Chesilske:0:shuff:1082,cs:McEwan_Na-Chesilske:0:shuff:1105,escape,escape,uniknout,uniknout,pf
en:McEwan_Na-Chesilske:0:shuff:1082,cs:McEwan_Na-Chesilske:0:shuff:1105,leaped,leap,vyskočila,vyskočit,pf
en:McEwan_Na-Chesilske:0:shuff:1083,cs:McEwan_Na-Chesilske:0:shuff:1106,repeat,repeat,opakovat,opakovat,impf
en:McEwan_Na-Chesilske:0:shuff:1083,cs:McEwan_Na-Chesilske:0:shuff:1106,make,make,způsobit,způsobit,pf
en:McEwan_Na-Chesilske:0:shuff:1084,cs:McEwan_Na-Chesilske:0:shuff:1107,doing,do,Dělala,dělat,impf
en:McEwan_Na-Chesilske:0:shuff:1085,cs:McEwan_Na-Chesilske:0:shuff:1108,felt,feel,cítila,cítit,impf
en:McEwan_Na-Chesilske:0:shuff:1085,cs:McEwan_Na-Chesilske:0:shuff:1108,letting,let,nechává,nechávat,impf
en:McEwan_Na-Chesilske:0:shuff:1086,cs:McEwan_Na-Chesilske:0:shuff:1109,see,see,Viděli,vidět,impf
en:McEwan_Na-Chesilske:0:shuff:1086,cs:McEwan_Na-Chesilske:0:shuff:1109,tell,tell,rozeznat,rozeznat,pf
en:McEwan_Na-Chesilske:0:shuff:1087,cs:McEwan_Na-Chesilske:0:shuff:1110,seemed,seem,zdál,zdát,impf
en:McEwan_Na-Chesilske:0:shuff:1087,cs:McEwan_Na-Chesilske:0:shuff:1110,taking,take,brali,brát,impf
en:McEwan_Na-Chesilske:0:shuff:1090,cs:McEwan_Na-Chesilske:0:shuff:1113,wanted,want,chtěla,chtít,impf
