en:searle-mysl_mozek_veda:0:shuff:3,cs:searle-mysl_mozek_veda:0:shuff:3,remove,remove,odstranit,odstranit,pf
en:searle-mysl_mozek_veda:0:shuff:495,cs:searle-mysl_mozek_veda:0:shuff:535,understand,understand,rozumíte,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:495,cs:searle-mysl_mozek_veda:0:shuff:535,expressed,express,vyjádřeny,vyjádřit,pf
en:searle-mysl_mozek_veda:0:shuff:495,cs:searle-mysl_mozek_veda:0:shuff:535,understand,understand,znáte,znát,impf
en:searle-mysl_mozek_veda:0:shuff:497,cs:searle-mysl_mozek_veda:0:shuff:537,take,take,bere,brát,impf
en:searle-mysl_mozek_veda:0:shuff:498,cs:searle-mysl_mozek_veda:0:shuff:538,assumes,assume,Předpokládá,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:498,cs:searle-mysl_mozek_veda:0:shuff:538,make,make,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:499,cs:searle-mysl_mozek_veda:0:shuff:539,state,state,udány,udat,pf
en:searle-mysl_mozek_veda:0:shuff:500,cs:searle-mysl_mozek_veda:0:shuff:540,sell,sell,prodávat,prodávat,impf
en:searle-mysl_mozek_veda:0:shuff:501,cs:searle-mysl_mozek_veda:0:shuff:541,selling,sell,prodat,prodat,pf
en:searle-mysl_mozek_veda:0:shuff:502,cs:searle-mysl_mozek_veda:0:shuff:542,Drive,drive,Jedu,jet,impf
en:searle-mysl_mozek_veda:0:shuff:502,cs:searle-mysl_mozek_veda:0:shuff:542,say,say,říci,říci,pf
en:searle-mysl_mozek_veda:0:shuff:502,cs:searle-mysl_mozek_veda:0:shuff:542,Drive,drive,jet,jet,impf
en:searle-mysl_mozek_veda:0:shuff:504,cs:searle-mysl_mozek_veda:0:shuff:544,follow,follow,řídím,řídit,impf
en:searle-mysl_mozek_veda:0:shuff:506,cs:searle-mysl_mozek_veda:0:shuff:548,put,put,řečeno,říci,pf
en:searle-mysl_mozek_veda:0:shuff:506,cs:searle-mysl_mozek_veda:0:shuff:548,represent,represent,reprezentovat,reprezentovat,impf
en:searle-mysl_mozek_veda:0:shuff:508,cs:searle-mysl_mozek_veda:0:shuff:550,marked,mark,vyznačuje,vyznačovat,impf
en:searle-mysl_mozek_veda:0:shuff:508,cs:searle-mysl_mozek_veda:0:shuff:550,feel,feel,cítím,cítit,impf
en:searle-mysl_mozek_veda:0:shuff:508,cs:searle-mysl_mozek_veda:0:shuff:550,feel,feel,necítíte,cítit,impf
en:searle-mysl_mozek_veda:0:shuff:511,cs:searle-mysl_mozek_veda:0:shuff:553,want,want,Chtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:511,cs:searle-mysl_mozek_veda:0:shuff:553,conclude,conclude,uzavřít,uzavřít,pf
en:searle-mysl_mozek_veda:0:shuff:513,cs:searle-mysl_mozek_veda:0:shuff:555,understand,understand,nerozumím,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:514,cs:searle-mysl_mozek_veda:0:shuff:556,understands,understand,rozumí,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:516,cs:searle-mysl_mozek_veda:0:shuff:558,do,do,nejde,jít,impf
en:searle-mysl_mozek_veda:0:shuff:517,cs:searle-mysl_mozek_veda:0:shuff:559,do,do,jde,jít,impf
en:searle-mysl_mozek_veda:0:shuff:519,cs:searle-mysl_mozek_veda:0:shuff:561,equals,equal,rovná,rovnat,impf
en:searle-mysl_mozek_veda:0:shuff:521,cs:searle-mysl_mozek_veda:0:shuff:563,eat,eat,jíme,jíst,impf
en:searle-mysl_mozek_veda:0:shuff:524,cs:searle-mysl_mozek_veda:0:shuff:567,means,mean,znamená,znamenat,impf
en:searle-mysl_mozek_veda:0:shuff:526,cs:searle-mysl_mozek_veda:0:shuff:569,see,see,vidět,vidět,impf
en:searle-mysl_mozek_veda:0:shuff:526,cs:searle-mysl_mozek_veda:0:shuff:569,produces,produce,vyvolává,vyvolávat,impf
en:searle-mysl_mozek_veda:0:shuff:527,cs:searle-mysl_mozek_veda:0:shuff:570,experiences,experience,prožívá,prožívat,impf
en:searle-mysl_mozek_veda:0:shuff:527,cs:searle-mysl_mozek_veda:0:shuff:570,experience,experience,prožívá,prožívat,impf
en:searle-mysl_mozek_veda:0:shuff:529,cs:searle-mysl_mozek_veda:0:shuff:572,drink,drink,napít,napít,pf
en:searle-mysl_mozek_veda:0:shuff:530,cs:searle-mysl_mozek_veda:0:shuff:573,determines,determine,stanoví,stanovit,pf
en:searle-mysl_mozek_veda:0:shuff:530,cs:searle-mysl_mozek_veda:0:shuff:573,satisfied,satisfy,uspokojena,uspokojit,pf
en:searle-mysl_mozek_veda:0:shuff:532,cs:searle-mysl_mozek_veda:0:shuff:575,impressed,impress,zapůsobily,zapůsobit,pf
en:searle-mysl_mozek_veda:0:shuff:533,cs:searle-mysl_mozek_veda:0:shuff:576,seems,seem,zdá,zdát,impf
en:searle-mysl_mozek_veda:0:shuff:534,cs:searle-mysl_mozek_veda:0:shuff:577,control,control,ovládnout,ovládnout,pf
en:searle-mysl_mozek_veda:0:shuff:537,cs:searle-mysl_mozek_veda:0:shuff:580,try,try,Snažíme,snažit,impf
en:searle-mysl_mozek_veda:0:shuff:538,cs:searle-mysl_mozek_veda:0:shuff:581,mapped,map,zmapovat,zmapovat,pf
en:searle-mysl_mozek_veda:0:shuff:540,cs:searle-mysl_mozek_veda:0:shuff:583,Suppose,suppose,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:540,cs:searle-mysl_mozek_veda:0:shuff:583,thinking,think,Předpokládejme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:540,cs:searle-mysl_mozek_veda:0:shuff:583,thinking,think,má,mít,impf
en:searle-mysl_mozek_veda:0:shuff:540,cs:searle-mysl_mozek_veda:0:shuff:583,Suppose,suppose,myslí,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:540,cs:searle-mysl_mozek_veda:0:shuff:583,thinking,think,myslí,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:541,cs:searle-mysl_mozek_veda:0:shuff:584,prevents,prevent,bránilo,bránit,impf
en:searle-mysl_mozek_veda:0:shuff:542,cs:searle-mysl_mozek_veda:0:shuff:585,want,want,Chceme,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:543,cs:searle-mysl_mozek_veda:0:shuff:586,do,do,udělám,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:543,cs:searle-mysl_mozek_veda:0:shuff:586,do,do,udělám,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:543,cs:searle-mysl_mozek_veda:0:shuff:586,do,do,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:543,cs:searle-mysl_mozek_veda:0:shuff:586,do,do,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:546,cs:searle-mysl_mozek_veda:0:shuff:589,cause,cause,způsobeno,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:548,cs:searle-mysl_mozek_veda:0:shuff:591,Drive,drive,jezdí,jezdit,impf
en:searle-mysl_mozek_veda:0:shuff:549,cs:searle-mysl_mozek_veda:0:shuff:592,come,come,přijedu,přijet,pf
en:searle-mysl_mozek_veda:0:shuff:550,cs:searle-mysl_mozek_veda:0:shuff:593,does,do,funguje,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:550,cs:searle-mysl_mozek_veda:0:shuff:593,work,work,funguje,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:552,cs:searle-mysl_mozek_veda:0:shuff:595,means,mean,znamená,znamenat,impf
en:searle-mysl_mozek_veda:0:shuff:553,cs:searle-mysl_mozek_veda:0:shuff:596,determined,determine,určují,určovat,impf
en:searle-mysl_mozek_veda:0:shuff:554,cs:searle-mysl_mozek_veda:0:shuff:597,constrained,constrain,omezeny,omezit,pf
en:searle-mysl_mozek_veda:0:shuff:555,cs:searle-mysl_mozek_veda:0:shuff:598,speak,speak,mluvíme,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:555,cs:searle-mysl_mozek_veda:0:shuff:598,speak,speak,mluvíme,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:555,cs:searle-mysl_mozek_veda:0:shuff:598,speak,speak,mluvíme,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:555,cs:searle-mysl_mozek_veda:0:shuff:598,speak,speak,mluvíme,mluvit,impf
en:searle-mysl_mozek_veda:0:shuff:559,cs:searle-mysl_mozek_veda:0:shuff:604,falling,fall,nepadáme,padat,impf
en:searle-mysl_mozek_veda:0:shuff:561,cs:searle-mysl_mozek_veda:0:shuff:607,follows,follow,vyplývá,vyplývat,impf
en:searle-mysl_mozek_veda:0:shuff:562,cs:searle-mysl_mozek_veda:0:shuff:608,do,do,způsobena,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:562,cs:searle-mysl_mozek_veda:0:shuff:608,cause,cause,způsobena,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:562,cs:searle-mysl_mozek_veda:0:shuff:608,follows,follow,vyplývá,vyplývat,impf
en:searle-mysl_mozek_veda:0:shuff:565,cs:searle-mysl_mozek_veda:0:shuff:612,ask,ask,Zeptáte,zeptat,pf
en:searle-mysl_mozek_veda:0:shuff:565,cs:searle-mysl_mozek_veda:0:shuff:612,adds,add,přičítá,přičítat,impf
en:searle-mysl_mozek_veda:0:shuff:565,cs:searle-mysl_mozek_veda:0:shuff:612,add,add,přičítá,přičítat,impf
en:searle-mysl_mozek_veda:0:shuff:568,cs:searle-mysl_mozek_veda:0:shuff:616,caused,cause,vyvolány,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:571,cs:searle-mysl_mozek_veda:0:shuff:619,tell,tell,neříká,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:572,cs:searle-mysl_mozek_veda:0:shuff:620,think,think,myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:573,cs:searle-mysl_mozek_veda:0:shuff:621,see,see,pochopit,pochopit,pf
en:searle-mysl_mozek_veda:0:shuff:573,cs:searle-mysl_mozek_veda:0:shuff:621,imagine,imagine,představíte,představit,pf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,allows,allow,připouští,připouštět,impf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,affect,affect,působit,působit,impf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,works,work,působit,působit,impf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,caused,cause,působit,působit,impf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,affect,affect,působí,působit,impf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,works,work,působí,působit,impf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,caused,cause,působí,působit,impf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,works,work,způsobena,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:575,cs:searle-mysl_mozek_veda:0:shuff:623,caused,cause,způsobena,způsobit,pf
en:searle-mysl_mozek_veda:0:shuff:576,cs:searle-mysl_mozek_veda:0:shuff:624,turn,turn,obraťme,obrátit,pf
en:searle-mysl_mozek_veda:0:shuff:579,cs:searle-mysl_mozek_veda:0:shuff:627,do,do,děláme,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:579,cs:searle-mysl_mozek_veda:0:shuff:627,do,do,děláme,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:581,cs:searle-mysl_mozek_veda:0:shuff:629,remain,remain,zůstávají,zůstávat,impf
en:searle-mysl_mozek_veda:0:shuff:585,cs:searle-mysl_mozek_veda:0:shuff:634,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:586,cs:searle-mysl_mozek_veda:0:shuff:635,get,get,nabýt,nabýt,pf
en:searle-mysl_mozek_veda:0:shuff:586,cs:searle-mysl_mozek_veda:0:shuff:635,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:586,cs:searle-mysl_mozek_veda:0:shuff:635,doing,do,děláte,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:590,cs:searle-mysl_mozek_veda:0:shuff:639,do,do,děláme,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:594,cs:searle-mysl_mozek_veda:0:shuff:643,filled,fill,zaplňuje,zaplňovat,impf
en:searle-mysl_mozek_veda:0:shuff:599,cs:searle-mysl_mozek_veda:0:shuff:649,understand,understand,nerozumíme,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:599,cs:searle-mysl_mozek_veda:0:shuff:649,understand,understand,nerozumíme,rozumět,impf
en:searle-mysl_mozek_veda:0:shuff:599,cs:searle-mysl_mozek_veda:0:shuff:649,use,use,užít,užít,pf
en:searle-mysl_mozek_veda:0:shuff:599,cs:searle-mysl_mozek_veda:0:shuff:649,tempted,tempt,pokoušíme,pokoušet,impf
en:searle-mysl_mozek_veda:0:shuff:599,cs:searle-mysl_mozek_veda:0:shuff:649,trying,try,pokoušíme,pokoušet,impf
en:searle-mysl_mozek_veda:0:shuff:599,cs:searle-mysl_mozek_veda:0:shuff:649,understand,understand,porozumět,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:599,cs:searle-mysl_mozek_veda:0:shuff:649,understand,understand,porozumět,porozumět,pf
en:searle-mysl_mozek_veda:0:shuff:601,cs:searle-mysl_mozek_veda:0:shuff:652,amused,amuse,pobavilo,pobavit,pf
en:searle-mysl_mozek_veda:0:shuff:601,cs:searle-mysl_mozek_veda:0:shuff:652,thought,think,myslel,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:601,cs:searle-mysl_mozek_veda:0:shuff:652,worked,work,pracuje,pracovat,impf
en:searle-mysl_mozek_veda:0:shuff:602,cs:searle-mysl_mozek_veda:0:shuff:653,compared,compare,srovnával,srovnávat,impf
en:searle-mysl_mozek_veda:0:shuff:603,cs:searle-mysl_mozek_veda:0:shuff:654,turn,turn,Obraťme,obrátit,pf
en:searle-mysl_mozek_veda:0:shuff:605,cs:searle-mysl_mozek_veda:0:shuff:656,done,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:608,cs:searle-mysl_mozek_veda:0:shuff:659,said,say,Řekl,říci,pf
en:searle-mysl_mozek_veda:0:shuff:610,cs:searle-mysl_mozek_veda:0:shuff:661,believe,believe,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:611,cs:searle-mysl_mozek_veda:0:shuff:662,takes,take,přijímá,přijímat,impf
en:searle-mysl_mozek_veda:0:shuff:611,cs:searle-mysl_mozek_veda:0:shuff:662,produces,produce,vytváří,vytvářet,impf
en:searle-mysl_mozek_veda:0:shuff:613,cs:searle-mysl_mozek_veda:0:shuff:664,follows,follow,vyplývá,vyplývat,impf
en:searle-mysl_mozek_veda:0:shuff:616,cs:searle-mysl_mozek_veda:0:shuff:668,stimulating,stimulate,dráždil,dráždit,impf
en:searle-mysl_mozek_veda:0:shuff:616,cs:searle-mysl_mozek_veda:0:shuff:668,done,do,vyvolal,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:616,cs:searle-mysl_mozek_veda:0:shuff:668,cause,cause,vyvolal,vyvolat,pf
en:searle-mysl_mozek_veda:0:shuff:619,cs:searle-mysl_mozek_veda:0:shuff:672,derives,derive,odvozuje,odvozovat,impf
en:searle-mysl_mozek_veda:0:shuff:622,cs:searle-mysl_mozek_veda:0:shuff:675,want,want,chceme,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:625,cs:searle-mysl_mozek_veda:0:shuff:678,explain,explain,vysvětlit,vysvětlit,pf
en:searle-mysl_mozek_veda:0:shuff:625,cs:searle-mysl_mozek_veda:0:shuff:678,introduce,introduce,zavést,zavést,pf
en:searle-mysl_mozek_veda:0:shuff:627,cs:searle-mysl_mozek_veda:0:shuff:680,say,say,řekneme,říci,pf
en:searle-mysl_mozek_veda:0:shuff:627,cs:searle-mysl_mozek_veda:0:shuff:680,means,mean,znamená,znamenat,impf
en:searle-mysl_mozek_veda:0:shuff:631,cs:searle-mysl_mozek_veda:0:shuff:684,emphasise,emphasise,zdůraznit,zdůraznit,pf
en:searle-mysl_mozek_veda:0:shuff:633,cs:searle-mysl_mozek_veda:0:shuff:686,decide,decide,rozhodnout,rozhodnout,pf
en:searle-mysl_mozek_veda:0:shuff:634,cs:searle-mysl_mozek_veda:0:shuff:687,assume,assume,předpokládat,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:635,cs:searle-mysl_mozek_veda:0:shuff:688,want,want,nechtěl,chtít,impf
en:searle-mysl_mozek_veda:0:shuff:635,cs:searle-mysl_mozek_veda:0:shuff:688,discourage,discourage,odradit,odradit,pf
en:searle-mysl_mozek_veda:0:shuff:635,cs:searle-mysl_mozek_veda:0:shuff:688,trying,try,pokusil,pokusit,pf
en:searle-mysl_mozek_veda:0:shuff:639,cs:searle-mysl_mozek_veda:0:shuff:692,calls,call,říká,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:642,cs:searle-mysl_mozek_veda:0:shuff:696,Granted,grant,Připustíme,připustit,pf
en:searle-mysl_mozek_veda:0:shuff:642,cs:searle-mysl_mozek_veda:0:shuff:696,grounded,ground,zakotveny,zakotvit,pf
en:searle-mysl_mozek_veda:0:shuff:643,cs:searle-mysl_mozek_veda:0:shuff:697,consist,consist,skládají,skládat,impf
en:searle-mysl_mozek_veda:0:shuff:647,cs:searle-mysl_mozek_veda:0:shuff:701,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:648,cs:searle-mysl_mozek_veda:0:shuff:702,performing,perform,provádět,provádět,impf
en:searle-mysl_mozek_veda:0:shuff:648,cs:searle-mysl_mozek_veda:0:shuff:702,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:649,cs:searle-mysl_mozek_veda:0:shuff:703,think,think,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:650,cs:searle-mysl_mozek_veda:0:shuff:704,suppose,suppose,předpokládat,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:651,cs:searle-mysl_mozek_veda:0:shuff:705,suppose,suppose,předpokládat,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:651,cs:searle-mysl_mozek_veda:0:shuff:705,regard,regard,považujeme,považovat,impf
en:searle-mysl_mozek_veda:0:shuff:654,cs:searle-mysl_mozek_veda:0:shuff:709,made,make,udělali,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:654,cs:searle-mysl_mozek_veda:0:shuff:709,made,make,neudělali,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:655,cs:searle-mysl_mozek_veda:0:shuff:710,suggest,suggest,nabídl,nabídnout,pf
en:searle-mysl_mozek_veda:0:shuff:656,cs:searle-mysl_mozek_veda:0:shuff:711,replaces,replace,nahrazuje,nahrazovat,impf
en:searle-mysl_mozek_veda:0:shuff:656,cs:searle-mysl_mozek_veda:0:shuff:711,led,lead,vedly,vést,impf
en:searle-mysl_mozek_veda:0:shuff:656,cs:searle-mysl_mozek_veda:0:shuff:711,explaining,explain,vysvětluje,vysvětlovat,impf
en:searle-mysl_mozek_veda:0:shuff:656,cs:searle-mysl_mozek_veda:0:shuff:711,explaining,explain,vysvětlit,vysvětlit,pf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,believe,believe,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,thought,think,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,thought,think,Myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,presuppose,presuppose,předpokládáme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,thought,think,předpokládáme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,thought,think,předpokládáme,předpokládat,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,say,say,říkáme,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,voted,vote,volil,volit,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,believe,believe,myslel,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,thought,think,myslel,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,thought,think,myslel,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,moved,move,přestěhovala,přestěhovat,pf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,believe,believe,myslela,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,thought,think,myslela,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,thought,think,myslela,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:658,cs:searle-mysl_mozek_veda:0:shuff:713,making,make,dělá,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:659,cs:searle-mysl_mozek_veda:0:shuff:714,begins,begin,začínají,začínat,impf
en:searle-mysl_mozek_veda:0:shuff:659,cs:searle-mysl_mozek_veda:0:shuff:714,ends,end,končí,končit,impf
en:searle-mysl_mozek_veda:0:shuff:660,cs:searle-mysl_mozek_veda:0:shuff:715,takes,take,dělat,dělat,impf
en:searle-mysl_mozek_veda:0:shuff:664,cs:searle-mysl_mozek_veda:0:shuff:719,learn,learn,zjistili,zjistit,pf
en:searle-mysl_mozek_veda:0:shuff:664,cs:searle-mysl_mozek_veda:0:shuff:719,determined,determine,zjistili,zjistit,pf
en:searle-mysl_mozek_veda:0:shuff:665,cs:searle-mysl_mozek_veda:0:shuff:720,draw,draw,vyvodit,vyvodit,pf
en:searle-mysl_mozek_veda:0:shuff:668,cs:searle-mysl_mozek_veda:0:shuff:724,work,work,funguje,fungovat,impf
en:searle-mysl_mozek_veda:0:shuff:669,cs:searle-mysl_mozek_veda:0:shuff:725,do,do,činí,činit,impf
en:searle-mysl_mozek_veda:0:shuff:672,cs:searle-mysl_mozek_veda:0:shuff:729,point,point,poukazují,poukazovat,impf
en:searle-mysl_mozek_veda:0:shuff:674,cs:searle-mysl_mozek_veda:0:shuff:730,answer,answer,odpovědět,odpovědět,pf
en:searle-mysl_mozek_veda:0:shuff:675,cs:searle-mysl_mozek_veda:0:shuff:731,tried,try,pokoušel,pokoušet,impf
en:searle-mysl_mozek_veda:0:shuff:675,cs:searle-mysl_mozek_veda:0:shuff:731,solve,solve,vyřešit,vyřešit,pf
en:searle-mysl_mozek_veda:0:shuff:682,cs:searle-mysl_mozek_veda:0:shuff:738,match,match,neodpovídají,odpovídat,impf
en:searle-mysl_mozek_veda:0:shuff:687,cs:searle-mysl_mozek_veda:0:shuff:744,believe,believe,myslím,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:687,cs:searle-mysl_mozek_veda:0:shuff:744,remind,remind,připomněli,připomenout,pf
en:searle-mysl_mozek_veda:0:shuff:690,cs:searle-mysl_mozek_veda:0:shuff:748,take,take,Vezmeme,vzít,pf
en:searle-mysl_mozek_veda:0:shuff:691,cs:searle-mysl_mozek_veda:0:shuff:749,thought,think,myslí,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:691,cs:searle-mysl_mozek_veda:0:shuff:749,acting,act,jedná,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:694,cs:searle-mysl_mozek_veda:0:shuff:752,believe,believe,myslet,myslet,impf
en:searle-mysl_mozek_veda:0:shuff:696,cs:searle-mysl_mozek_veda:0:shuff:755,examining,examine,vyšetří,vyšetřit,pf
en:searle-mysl_mozek_veda:0:shuff:696,cs:searle-mysl_mozek_veda:0:shuff:755,describing,describe,popisuje,popisovat,impf
en:searle-mysl_mozek_veda:0:shuff:697,cs:searle-mysl_mozek_veda:0:shuff:756,behaves,behave,chová,chovat,impf
en:searle-mysl_mozek_veda:0:shuff:699,cs:searle-mysl_mozek_veda:0:shuff:758,follows,follow,vyplývá,vyplývat,impf
en:searle-mysl_mozek_veda:0:shuff:700,cs:searle-mysl_mozek_veda:0:shuff:759,began,begin,začal,začít,pf
en:searle-mysl_mozek_veda:0:shuff:704,cs:searle-mysl_mozek_veda:0:shuff:764,expect,expect,očekávat,očekávat,impf
en:searle-mysl_mozek_veda:0:shuff:707,cs:searle-mysl_mozek_veda:0:shuff:767,expect,expect,očekávat,očekávat,impf
en:searle-mysl_mozek_veda:0:shuff:710,cs:searle-mysl_mozek_veda:0:shuff:770,used,use,užit,užít,pf
en:searle-mysl_mozek_veda:0:shuff:710,cs:searle-mysl_mozek_veda:0:shuff:770,used,use,užit,užít,pf
en:searle-mysl_mozek_veda:0:shuff:710,cs:searle-mysl_mozek_veda:0:shuff:770,cover,cover,pokryl,pokrýt,pf
en:searle-mysl_mozek_veda:0:shuff:713,cs:searle-mysl_mozek_veda:0:shuff:773,described,describe,popsat,popsat,pf
en:searle-mysl_mozek_veda:0:shuff:713,cs:searle-mysl_mozek_veda:0:shuff:773,use,use,použít,použít,pf
en:searle-mysl_mozek_veda:0:shuff:717,cs:searle-mysl_mozek_veda:0:shuff:778,divided,divide,dělil,dělit,impf
en:searle-mysl_mozek_veda:0:shuff:718,cs:searle-mysl_mozek_veda:0:shuff:779,involve,involve,zahrnují,zahrnovat,impf
en:searle-mysl_mozek_veda:0:shuff:721,cs:searle-mysl_mozek_veda:0:shuff:783,consist,consist,nespočívá,spočívat,impf
en:searle-mysl_mozek_veda:0:shuff:725,cs:searle-mysl_mozek_veda:0:shuff:788,saying,say,Neříkáme,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:725,cs:searle-mysl_mozek_veda:0:shuff:788,call,call,Neříkáme,říkat,impf
en:searle-mysl_mozek_veda:0:shuff:729,cs:searle-mysl_mozek_veda:0:shuff:792,raise,raise,zvednout,zvednout,pf
en:searle-mysl_mozek_veda:0:shuff:729,cs:searle-mysl_mozek_veda:0:shuff:792,raise,raise,zvedá,zvedat,impf
en:searle-mysl_mozek_veda:0:shuff:733,cs:searle-mysl_mozek_veda:0:shuff:796,done,do,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:733,cs:searle-mysl_mozek_veda:0:shuff:796,did,do,udělat,udělat,pf
en:searle-mysl_mozek_veda:0:shuff:734,cs:searle-mysl_mozek_veda:0:shuff:797,done,do,jde,jít,impf
en:searle-mysl_mozek_veda:0:shuff:734,cs:searle-mysl_mozek_veda:0:shuff:797,done,do,jednat,jednat,impf
en:searle-mysl_mozek_veda:0:shuff:741,cs:searle-mysl_mozek_veda:0:shuff:804,explain,explain,vysvětlujeme,vysvětlovat,impf
en:searle-mysl_mozek_veda:0:shuff:747,cs:searle-mysl_mozek_veda:0:shuff:810,worry,worry,netrápí,trápit,impf
en:searle-mysl_mozek_veda:0:shuff:750,cs:searle-mysl_mozek_veda:0:shuff:814,start,start,spustit,spustit,pf
en:searle-mysl_mozek_veda:0:shuff:751,cs:searle-mysl_mozek_veda:0:shuff:815,predict,predict,předvídat,předvídat,impf
